23:12:40.852 -> 1981
23:12:40.852 -> 1941
23:12:40.852 -> 1971
23:12:40.852 -> 1943
23:12:40.852 -> 1979
23:12:40.852 -> 1936
23:12:40.852 -> 1963
23:12:40.852 -> 1942
23:12:40.852 -> 1984
23:12:40.852 -> 2018
23:12:40.852 -> 1986
23:12:40.852 -> 1924
23:12:40.852 -> 1940
23:12:40.852 -> 1911
23:12:40.852 -> 1920
23:12:40.852 -> 1890
23:12:40.852 -> 1904
23:12:40.852 -> 1865
23:12:40.852 -> 1889
23:12:40.852 -> 1834
23:12:40.852 -> 1872
23:12:40.852 -> 1826
23:12:40.852 -> 1867
23:12:40.852 -> 1823
23:12:40.852 -> 1858
23:12:40.852 -> 1854
23:12:40.852 -> 1891
23:12:40.852 -> 1894
23:12:40.852 -> 1874
23:12:40.907 -> 1854
23:12:40.907 -> 1877
23:12:40.907 -> 1857
23:12:40.907 -> 1862
23:12:40.907 -> 1865
23:12:40.907 -> 1876
23:12:40.907 -> 1839
23:12:40.907 -> 1871
23:12:40.907 -> 1831
23:12:40.907 -> 1855
23:12:40.907 -> 1814
23:12:40.907 -> 1856
23:12:40.907 -> 1837
23:12:40.907 -> 1859
23:12:40.907 -> 1837
23:12:40.907 -> 1859
23:12:40.907 -> 1837
23:12:40.907 -> 1865
23:12:40.907 -> 1845
23:12:40.907 -> 1863
23:12:40.907 -> 1859
23:12:40.907 -> 1936
23:12:40.907 -> 1937
23:12:40.907 -> 1929
23:12:40.907 -> 1905
23:12:40.907 -> 1968
23:12:40.907 -> 1952
23:12:40.907 -> 1981
23:12:40.907 -> 1953
23:12:40.907 -> 1994
23:12:40.907 -> 1981
23:12:40.907 -> 2001
23:12:40.907 -> 1971
23:12:40.907 -> 2000
23:12:40.907 -> 1985
23:12:40.907 -> 2000
23:12:40.907 -> 1980
23:12:40.907 -> 2015
23:12:40.907 -> 2005
23:12:40.907 -> 2029
3:12:40.907 -> 2038
23:12:40.907 -> 2016
23:12:40.907 -> 2037
23:12:40.907 -> 2018
23:12:40.907 -> 2044
23:12:40.907 -> 2022
23:12:40.907 -> 2041
23:12:40.907 -> 2047
23:12:40.907 -> 2096
23:12:40.907 -> 2094
23:12:40.907 -> 2161
23:12:40.907 -> 2192
23:12:40.907 -> 2250
23:12:40.907 -> 2261
23:12:40.907 -> 2342
23:12:40.907 -> 2377
23:12:40.907 -> 2430
23:12:40.907 -> 2381
23:12:40.907 -> 2423
23:12:40.907 -> 2398
23:12:40.907 -> 2366
23:12:40.907 -> 2357
23:12:40.907 -> 2333
23:12:40.907 -> 2314
23:12:40.907 -> 2309
23:12:40.918 -> 2262
23:12:40.918 -> 2267
23:12:40.918 -> 2209
23:12:40.918 -> 2209
23:12:40.918 -> 2130
23:12:40.918 -> 2082
23:12:40.918 -> 1986
23:12:40.918 -> 1979
23:12:40.918 -> 1913
23:12:40.918 -> 1902
23:12:40.918 -> 1849
23:12:40.918 -> 1862
23:12:40.918 -> 1833
23:12:40.918 -> 1819
23:12:40.918 -> 1779
23:12:40.918 -> 1808
23:12:40.918 -> 1786
23:12:40.918 -> 1796
23:12:40.918 -> 1770
23:12:40.918 -> 1791
23:12:40.918 -> 1773
23:12:40.918 -> 1802
23:12:40.918 -> 1767
23:12:40.918 -> 1802
23:12:40.918 -> 1761
23:12:40.918 -> 1792
23:12:40.918 -> 1776
23:12:40.918 -> 1804
23:12:40.918 -> 1778
23:12:40.918 -> 1805
23:12:40.918 -> 1774
23:12:40.918 -> 1808
23:12:40.918 -> 1818
23:12:40.918 -> 1856
23:12:40.918 -> 1796
23:12:40.951 -> 2011
23:12:40.951 -> 2029
23:12:40.951 -> 2131
23:12:40.951 -> 2112
23:12:40.951 -> 2246
23:12:40.951 -> 2287
23:12:40.951 -> 2383
23:12:40.951 -> 2384
23:12:40.951 -> 2448
23:12:40.951 -> 2407
23:12:40.951 -> 2415
23:12:40.951 -> 2398
23:12:40.951 -> 2416
23:12:40.951 -> 2352
23:12:40.951 -> 2368
23:12:40.951 -> 2316
23:12:40.951 -> 2336
23:12:40.951 -> 2294
23:12:40.951 -> 2288
23:12:40.951 -> 2255
